event_id,prediction,threat_type,confidence_score,anomaly_score,severity,model_version,prediction_timestamp,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,asset_id,criticality,criticality_score,vulnerability_id_vul,cve_id,vulnerability_name,severity_vul,cvss_score_vul,affected_asset,patch_available,status,mitre_id,technique_name,tactic,ioc_match,ioc_type,ioc_value,threat_name_ioc,threat_actor,ioc_confidence,threat_intelligence_score,severity_score,ml_confidence_score,asset_criticality_score,vulnerability_exposure_score,risk_score,risk_class,priority,correlation_id,correlated_event_count,is_correlated
EVT00011,Suspicious,USB Device Connected,45,-0.0006821450540668,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 00:50:00,7.159.197.88,10.0.6.204,john,USB Device Connected,HTTPS,India,India,Device-28,Windows 10,Failed,0,No,CVE-2023-1234,8.2,WebServer,HR,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,45.0,75.0,43.0,54.85,Moderate,3,CORR-0007,3,True
EVT00012,Normal,Login Success,10,0.008335918983729,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 00:55:00,38.18.82.115,10.0.8.174,david,Login Success,SMB,India,India,Device-57,Linux,Detected,7,No,,3.9,Firewall,Finance,AST004,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,30,10.0,100.0,0.0,30.0,Medium,4,CORR-0006,5,True
EVT00013,Suspicious,File Access,45,-0.0021789265389617,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:00:00,189.152.64.248,10.0.3.225,admin,File Access,HTTPS,India,India,Device-19,Windows 11,Blocked,0,No,CVE-2024-2201,7.4,Finance-PC-02,Finance,AST002,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,45.0,75.0,75.0,61.25,High,2,CORR-0004,3,True
EVT00014,Suspicious,Brute Force,40,-0.0168315434535286,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:05:00,218.19.111.247,10.0.9.118,john,Brute Force,SMB,India,India,Device-131,Windows 11,Detected,6,No,CVE-2024-2201,1.0,Firewall,Sales,AST004,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,40.0,100.0,75.0,65.0,High,2,CORR-0006,5,True
EVT00015,Suspicious,Phishing Email,30,-0.0177108191522249,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:10:00,127.53.199.76,10.0.8.128,admin,Phishing Email,HTTPS,India,India,Device-157,Windows 10,Blocked,0,No,,1.6,HR-PC-01,HR,AST001,Medium,0.5,,,,,,,,,,,,False,,,,,0,0,60,30.0,50.0,0.0,32.5,Medium,4,CORR-0008,4,True
EVT00016,Suspicious,SQL Injection Attempt,45,-0.0068524300580764,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:15:00,69.49.194.239,10.0.8.89,alex,SQL Injection Attempt,SMB,India,India,Device-125,Linux,Failed,0,No,,7.3,WebServer,HR,AST003,High,0.75,,,,,,,,,,,,False,,,,,0,0,80,45.0,75.0,0.0,46.25,Moderate,3,CORR-0007,3,True
EVT00017,Suspicious,Brute Force,30,-0.0041298489005797,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:20:00,138.109.137.195,10.0.5.154,root,Brute Force,HTTPS,India,India,Device-95,Windows 10,Blocked,3,No,CVE-2024-2201,2.4,Firewall,Sales,AST004,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,30.0,100.0,75.0,62.5,High,2,CORR-0006,5,True
EVT00018,Suspicious,Brute Force,50,-0.060586856050499,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:25:00,198.53.164.11,10.0.6.19,david,Brute Force,HTTP,India,India,Device-33,Windows 10,Success,19,No,CVE-2023-1234,0.8,Firewall,HR,AST004,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,50.0,100.0,43.0,61.1,High,2,CORR-0006,5,True
EVT00019,Suspicious,Phishing Email,30,-0.0114705549064717,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:30:00,69.186.151.145,10.0.8.237,admin,Phishing Email,SSH,India,India,Device-71,Windows 11,Success,0,No,CVE-2024-2201,0.1,WebServer,IT,AST003,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,60,30.0,75.0,75.0,52.5,Moderate,3,CORR-0007,3,True
EVT00020,Suspicious,File Access,45,-0.0141433112614623,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:35:00,212.20.96.62,10.0.9.108,john,File Access,TCP,India,India,Device-116,Windows 11,Failed,0,No,CVE-2024-1045,7.4,WebServer,Sales,AST003,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,45.0,75.0,95.0,65.25,High,2,CORR-0008,4,True
EVT00021,Normal,File Access,15,0.0049996504401523,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:40:00,141.129.244.81,10.0.1.54,alex,File Access,HTTPS,India,India,Device-11,Windows 11,Success,0,No,CVE-2024-2201,7.3,HR-PC-01,Sales,AST001,Medium,0.5,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,30,15.0,50.0,75.0,36.25,Medium,4,CORR-0008,4,True
EVT00022,Normal,File Access,5,0.0103225151989778,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:45:00,103.32.32.234,10.0.5.249,root,File Access,SSH,India,India,Device-29,Windows 10,Failed,0,No,CVE-2023-1234,6.6,HR-PC-01,HR,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,5.0,50.0,43.0,27.35,Medium,4,CORR-0008,4,True
EVT00023,Suspicious,Port Scan,55,-0.0083749168276122,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:50:00,79.101.126.93,10.0.1.210,alice,Port Scan,TCP,India,India,Device-193,Windows 10,Success,0,No,CVE-2024-2201,9.4,Finance-PC-02,Finance,AST002,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,55.0,75.0,75.0,63.75,High,2,CORR-0009,2,True
EVT00024,Normal,Login Success,10,0.0001855176372845,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 01:55:00,48.162.155.63,10.0.5.26,root,Login Success,SMB,India,India,Device-149,Linux,Success,7,No,CVE-2024-1045,0.2,Database-01,Sales,AST005,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,10.0,100.0,95.0,49.0,Moderate,3,CORR-0010,3,True
EVT00025,Normal,Failed Login,0,0.0001910015037906,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:00:00,69.36.38.6,10.0.10.3,alice,Failed Login,HTTPS,India,India,Device-127,Windows 10,Failed,3,No,CVE-2024-2201,0.8,Database-01,HR,AST005,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,T1110,Brute Force,Credential Access,False,,,,,0,0,30,0.0,100.0,75.0,42.5,Moderate,3,CORR-0010,3,True
EVT00026,Suspicious,Brute Force,65,-0.0634451300945215,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:05:00,211.163.156.28,10.0.8.214,root,Brute Force,HTTPS,India,India,Device-33,Windows 11,Failed,17,No,,7.8,Firewall,HR,AST004,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,80,65.0,100.0,0.0,56.25,Moderate,3,CORR-0011,1,False
EVT00027,Suspicious,Brute Force,55,-0.0199732222373976,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:10:00,138.80.24.183,10.0.10.64,alice,Brute Force,TCP,India,India,Device-175,Windows 10,Detected,17,No,CVE-2024-2201,5.4,Firewall,Sales,AST004,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,55.0,100.0,75.0,68.75,High,2,CORR-0014,3,True
EVT00028,Suspicious,Login Success,55,-0.0012694950787877,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:15:00,215.173.87.67,10.0.7.7,alex,Login Success,SSH,India,India,Device-147,Windows 11,Success,11,No,CVE-2024-1045,5.9,Database-01,Finance,AST005,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,55.0,100.0,95.0,72.75,High,2,CORR-0010,3,True
EVT00029,Normal,Privilege Escalation,0,0.0081290168267054,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:20:00,103.88.45.60,10.0.7.2,john,Privilege Escalation,SMB,India,India,Device-82,Linux,Detected,0,No,CVE-2024-1045,2.4,Finance-PC-02,Sales,AST002,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,0.0,75.0,95.0,41.5,Moderate,3,CORR-0009,2,True
EVT00030,Suspicious,Malware Detection,55,-0.0404485031937789,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:25:00,87.140.112.13,10.0.1.196,root,Malware Detection,HTTPS,India,India,Device-41,Linux,Failed,0,Yes,CVE-2024-2201,3.0,HR-PC-01,Finance,AST001,Medium,0.5,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,55.0,50.0,75.0,58.75,Moderate,3,CORR-0012,1,False
EVT00031,Suspicious,Brute Force,35,-0.0258523311308035,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:30:00,189.237.43.220,10.0.1.230,root,Brute Force,SMB,India,India,Device-147,Windows 10,Failed,4,No,CVE-2024-2201,4.3,Firewall,IT,AST004,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,35.0,100.0,75.0,63.75,High,2,CORR-0014,3,True
EVT00032,Suspicious,USB Device Connected,30,-0.0040320233838968,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:35:00,184.178.196.132,10.0.2.140,alex,USB Device Connected,TCP,India,India,Device-135,Windows 11,Blocked,0,No,,2.7,WebServer,HR,AST003,High,0.75,,,,,,,,,,,,False,,,,,0,0,60,30.0,75.0,0.0,37.5,Medium,4,CORR-0013,2,True
EVT00033,Suspicious,Phishing Email,30,-0.006166995548188,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:40:00,114.123.195.241,10.0.6.102,john,Phishing Email,HTTPS,India,India,Device-113,Windows 11,Detected,0,No,CVE-2024-1045,1.2,Firewall,Sales,AST004,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,60,30.0,100.0,95.0,61.5,High,2,CORR-0014,3,True
EVT00034,Suspicious,Failed Login,50,-0.040238315222379,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:45:00,170.151.142.64,10.0.6.192,root,Failed Login,TCP,India,India,Device-49,Linux,Detected,18,No,,0.3,Firewall,HR,AST004,Critical,1.0,,,,,,,,,T1110,Brute Force,Credential Access,False,,,,,0,0,80,50.0,100.0,0.0,52.5,Moderate,3,CORR-0015,2,True
EVT00035,Normal,Privilege Escalation,5,0.0141158747804783,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:50:00,73.75.102.70,10.0.4.150,alice,Privilege Escalation,SSH,India,India,Device-44,Linux,Blocked,0,No,CVE-2023-1234,4.2,WebServer,HR,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,5.0,75.0,43.0,32.35,Medium,4,CORR-0013,2,True
EVT00036,Suspicious,Phishing Email,35,-0.0173139524121312,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 02:55:00,53.145.55.232,10.0.0.31,root,Phishing Email,TCP,India,India,Device-140,Windows 10,Failed,0,No,,5.0,Firewall,Finance,AST004,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,60,35.0,100.0,0.0,43.75,Moderate,3,CORR-0018,5,True
EVT00037,Suspicious,File Access,45,-0.001762346385516,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:00:00,195.165.0.32,10.0.7.184,david,File Access,HTTPS,India,India,Device-79,Linux,Detected,0,No,CVE-2024-2201,7.8,Firewall,Sales,AST004,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,45.0,100.0,75.0,66.25,High,2,CORR-0018,5,True
EVT00038,Suspicious,Failed Login,75,-0.0065646790680122,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:05:00,166.193.195.53,10.0.8.1,alice,Failed Login,SMB,India,India,Device-185,Linux,Failed,14,No,CVE-2023-1234,9.4,HR-PC-01,HR,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,T1110,Brute Force,Credential Access,False,,,,,0,0,80,75.0,50.0,43.0,57.35,Moderate,3,CORR-0015,2,True
EVT00039,Normal,USB Device Connected,25,0.0036805330655352,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:10:00,93.1.199.149,10.0.6.249,david,USB Device Connected,HTTPS,India,India,Device-160,Linux,Success,0,No,CVE-2023-1234,9.9,Database-01,Finance,AST005,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,25.0,100.0,43.0,42.35,Moderate,3,CORR-0016,2,True
EVT00040,Suspicious,Login Success,65,-0.0014413366387505,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:15:00,185.79.203.201,10.0.4.217,john,Login Success,TCP,India,India,Device-199,Linux,Success,11,No,CVE-2024-2201,8.0,Finance-PC-02,Finance,AST002,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,65.0,75.0,75.0,66.25,High,2,CORR-0017,1,False
EVT00041,Suspicious,Brute Force,30,-0.0156284924753623,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:20:00,67.248.86.120,10.0.8.12,alice,Brute Force,SMB,India,India,Device-26,Linux,Detected,2,No,CVE-2024-2201,0.7,Finance-PC-02,IT,AST002,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,30.0,75.0,75.0,57.5,Moderate,3,CORR-0018,5,True
EVT00042,Suspicious,Brute Force,40,-0.0397884848950973,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:25:00,42.47.205.163,10.0.4.155,alice,Brute Force,HTTP,India,India,Device-136,Windows 11,Failed,10,No,CVE-2024-2201,0.7,Firewall,Finance,AST004,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,40.0,100.0,75.0,65.0,High,2,CORR-0018,5,True
EVT00043,Normal,USB Device Connected,15,0.0042481537264806,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:30:00,44.152.138.92,10.0.9.190,john,USB Device Connected,SSH,India,India,Device-144,Windows 10,Failed,0,No,CVE-2023-1234,7.9,Firewall,Finance,AST004,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,15.0,100.0,43.0,39.85,Medium,4,CORR-0018,5,True
EVT00044,Suspicious,Malware Detection,55,-0.0333670134780508,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:35:00,157.125.15.219,10.0.9.104,alice,Malware Detection,SSH,India,India,Device-195,Windows 11,Blocked,0,Yes,CVE-2024-1045,0.7,Database-01,Sales,AST005,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,55.0,100.0,95.0,72.75,High,2,CORR-0016,2,True
EVT00045,Suspicious,Phishing Email,30,-0.015138840454053,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:40:00,156.134.235.135,10.0.2.36,john,Phishing Email,SSH,India,India,Device-93,Windows 10,Detected,0,No,CVE-2024-1045,1.2,Database-01,Finance,AST005,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,60,30.0,100.0,95.0,61.5,High,2,CORR-0020,4,True
EVT00046,Suspicious,Failed Login,45,-0.0013403917405173,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:45:00,28.116.203.83,10.0.7.238,admin,Failed Login,HTTP,India,India,Device-12,Windows 11,Success,6,No,,4.9,Firewall,Sales,AST004,Critical,1.0,,,,,,,,,T1110,Brute Force,Credential Access,False,,,,,0,0,80,45.0,100.0,0.0,51.25,Moderate,3,CORR-0021,2,True
EVT00047,Suspicious,SQL Injection Attempt,30,-0.0053810501697969,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:50:00,71.60.88.25,10.0.3.103,john,SQL Injection Attempt,SSH,India,India,Device-116,Windows 10,Failed,0,No,CVE-2024-1045,2.4,HR-PC-01,Sales,AST001,Medium,0.5,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,30.0,50.0,95.0,56.5,Moderate,3,CORR-0019,1,False
EVT00048,Suspicious,Port Scan,45,-0.0166051397872571,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 03:55:00,55.231.132.85,10.0.7.152,admin,Port Scan,HTTP,India,India,Device-21,Windows 11,Success,0,No,,8.6,HR-PC-01,Sales,AST001,Medium,0.5,,,,,,,,,,,,False,,,,,0,0,80,45.0,50.0,0.0,41.25,Moderate,3,CORR-0022,6,True
EVT00049,Suspicious,Phishing Email,30,-0.015191472282428,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 04:00:00,51.204.81.226,10.0.10.39,admin,Phishing Email,TCP,India,India,Device-100,Windows 11,Success,0,No,CVE-2023-1234,2.5,WebServer,Sales,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,60,30.0,75.0,43.0,46.1,Moderate,3,CORR-0020,4,True
EVT00050,Normal,Privilege Escalation,5,0.0089172356383474,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 04:05:00,10.31.66.11,10.0.4.200,admin,Privilege Escalation,SSH,India,India,Device-24,Windows 11,Success,0,No,CVE-2023-1234,6.4,HR-PC-01,HR,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,5.0,50.0,43.0,27.35,Medium,4,CORR-0022,6,True
EVT00051,Suspicious,USB Device Connected,35,-0.0061188674123883,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 04:10:00,85.137.133.165,10.0.10.63,john,USB Device Connected,TCP,India,India,Device-151,Linux,Failed,0,No,CVE-2024-2201,4.3,Firewall,IT,AST004,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,60,35.0,100.0,75.0,58.75,Moderate,3,CORR-0021,2,True
EVT00052,Suspicious,SQL Injection Attempt,30,-0.0193351960534068,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 04:15:00,138.102.217.236,10.0.10.18,alex,SQL Injection Attempt,HTTPS,India,India,Device-191,Linux,Success,0,No,CVE-2024-2201,1.8,WebServer,HR,AST003,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,30.0,75.0,75.0,57.5,Moderate,3,CORR-0020,4,True
EVT00053,Suspicious,Login Success,40,-0.0284361536646337,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 04:20:00,219.219.22.14,10.0.10.24,root,Login Success,SSH,India,India,Device-129,Windows 10,Success,10,No,,1.3,WebServer,Sales,AST003,High,0.75,,,,,,,,,,,,False,,,,,0,0,60,40.0,75.0,0.0,40.0,Medium,4,CORR-0020,4,True
EVT00054,Suspicious,Brute Force,30,-0.0479714836070287,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 04:25:00,196.228.12.189,10.0.8.70,admin,Brute Force,HTTPS,India,India,Device-84,Windows 11,Blocked,1,No,CVE-2023-1234,0.6,HR-PC-01,Finance,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,30.0,50.0,43.0,46.1,Moderate,3,CORR-0022,6,True
EVT00055,Suspicious,Brute Force,65,-0.0072485151202406,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 04:30:00,98.59.155.25,10.0.6.216,john,Brute Force,SMB,India,India,Device-143,Windows 11,Blocked,10,No,CVE-2023-1234,9.6,Firewall,Sales,AST004,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,65.0,100.0,43.0,64.85,High,2,CORR-0022,6,True
