_id,event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,malicious_ip_flag,mitre_id,technique_name,tactic,hours_of_day,weekend_falg,severity_score,event_frequency,threat_feed_match,alerts_per_user
6a68f5eeebeef97fd60f2e80,EVT00036,2025-08-01T02:55:00.000Z,53.145.55.232,10.0.0.31,root,Phishing Email,TCP,India,India,Device-140,Windows 10,Failed,Medium,0,No,,5,Firewall,Finance,false,T1566,Phishing,Intial Access,2,false,2,157,false,323
6a68f5eeebeef97fd60f2e81,EVT00037,2025-08-01T03:00:00.000Z,195.165.0.32,10.0.7.184,david,File Access,HTTPS,India,India,Device-79,Linux,Detected,Medium,0,No,CVE-2024-2201,7.8,Firewall,Sales,false,,,,3,false,2,198,false,307
6a68f5eeebeef97fd60f2e82,EVT00038,2025-08-01T03:05:00.000Z,166.193.195.53,10.0.8.1,alice,Failed Login,SMB,India,India,Device-185,Linux,Failed,High,14,No,CVE-2023-1234,9.4,HR-PC-01,HR,false,T1110,Brute Force,Credential Access,3,false,3,179,false,291
6a68f5eeebeef97fd60f2e83,EVT00039,2025-08-01T03:10:00.000Z,93.1.199.149,10.0.6.249,david,USB Device Connected,HTTPS,India,India,Device-160,Linux,Success,Low,0,No,CVE-2023-1234,9.9,Database-01,Finance,false,,,,3,false,1,170,false,307
6a68f5eeebeef97fd60f2e84,EVT00040,2025-08-01T03:15:00.000Z,185.79.203.201,10.0.4.217,john,Login Success,TCP,India,India,Device-199,Linux,Success,Medium,11,No,CVE-2024-2201,8,Finance-PC-02,Finance,false,,,,3,false,2,179,false,302
6a68f5eeebeef97fd60f2e85,EVT00041,2025-08-01T03:20:00.000Z,67.248.86.120,10.0.8.12,alice,Brute Force,SMB,India,India,Device-26,Linux,Detected,High,2,No,CVE-2024-2201,0.7,Finance-PC-02,IT,false,T1110,Brute Force,Credential Access,3,false,3,189,false,291
6a68f5eeebeef97fd60f2e86,EVT00042,2025-08-01T03:25:00.000Z,42.47.205.163,10.0.4.155,alice,Brute Force,HTTP,India,India,Device-136,Windows 11,Failed,Critical,10,No,CVE-2024-2201,0.7,Firewall,Finance,false,T1110,Brute Force,Credential Access,3,false,4,189,false,291
6a68f5eeebeef97fd60f2e87,EVT00043,2025-08-01T03:30:00.000Z,44.152.138.92,10.0.9.190,john,USB Device Connected,SSH,India,India,Device-144,Windows 10,Failed,Low,0,No,CVE-2023-1234,7.9,Firewall,Finance,false,,,,3,false,1,170,false,302
6a68f5eeebeef97fd60f2e88,EVT00044,2025-08-01T03:35:00.000Z,157.125.15.219,10.0.9.104,alice,Malware Detection,SSH,India,India,Device-195,Windows 11,Blocked,High,0,Yes,CVE-2024-1045,0.7,Database-01,Sales,false,T1059,Command and Scripting Interpreter,Execution,3,false,3,165,false,291
6a68f5eeebeef97fd60f2e89,EVT00045,2025-08-01T03:40:00.000Z,156.134.235.135,10.0.2.36,john,Phishing Email,SSH,India,India,Device-93,Windows 10,Detected,Low,0,No,CVE-2024-1045,1.2,Database-01,Finance,false,T1566,Phishing,Intial Access,3,false,1,157,false,302
6a68f5eeebeef97fd60f2e8a,EVT00046,2025-08-01T03:45:00.000Z,28.116.203.83,10.0.7.238,admin,Failed Login,HTTP,India,India,Device-12,Windows 11,Success,High,6,No,,4.9,Firewall,Sales,false,T1110,Brute Force,Credential Access,3,false,3,179,false,302
6a68f5eeebeef97fd60f2e8b,EVT00047,2025-08-01T03:50:00.000Z,71.60.88.25,10.0.3.103,john,SQL Injection Attempt,SSH,India,India,Device-116,Windows 10,Failed,Critical,0,No,CVE-2024-1045,2.4,HR-PC-01,Sales,false,,,,3,false,4,195,false,302
6a68f5eeebeef97fd60f2e8c,EVT00048,2025-08-01T03:55:00.000Z,55.231.132.85,10.0.7.152,admin,Port Scan,HTTP,India,India,Device-21,Windows 11,Success,Medium,0,No,,8.6,HR-PC-01,Sales,false,T1046,Malware Detection,Discovery,3,false,2,177,false,302
6a68f5eeebeef97fd60f2e8d,EVT00049,2025-08-01T04:00:00.000Z,51.204.81.226,10.0.10.39,admin,Phishing Email,TCP,India,India,Device-100,Windows 11,Success,Medium,0,No,CVE-2023-1234,2.5,WebServer,Sales,false,T1566,Phishing,Intial Access,4,false,2,157,false,302
6a68f5eeebeef97fd60f2e8e,EVT00050,2025-08-01T04:05:00.000Z,10.31.66.11,10.0.4.200,admin,Privilege Escalation,SSH,India,India,Device-24,Windows 11,Success,Critical,0,No,CVE-2023-1234,6.4,HR-PC-01,HR,false,,,,4,false,4,191,false,302
6a68f5eeebeef97fd60f2e8f,EVT00051,2025-08-01T04:10:00.000Z,85.137.133.165,10.0.10.63,john,USB Device Connected,TCP,India,India,Device-151,Linux,Failed,Medium,0,No,CVE-2024-2201,4.3,Firewall,IT,false,,,,4,false,2,170,false,302
6a68f5eeebeef97fd60f2e90,EVT00052,2025-08-01T04:15:00.000Z,138.102.217.236,10.0.10.18,alex,SQL Injection Attempt,HTTPS,India,India,Device-191,Linux,Success,Critical,0,No,CVE-2024-2201,1.8,WebServer,HR,false,,,,4,false,4,195,false,275
6a68f5eeebeef97fd60f2e91,EVT00053,2025-08-01T04:20:00.000Z,219.219.22.14,10.0.10.24,root,Login Success,SSH,India,India,Device-129,Windows 10,Success,Low,10,No,,1.3,WebServer,Sales,false,,,,4,false,1,179,false,323
6a68f5eeebeef97fd60f2e92,EVT00054,2025-08-01T04:25:00.000Z,196.228.12.189,10.0.8.70,admin,Brute Force,HTTPS,India,India,Device-84,Windows 11,Blocked,Critical,1,No,CVE-2023-1234,0.6,HR-PC-01,Finance,false,T1110,Brute Force,Credential Access,4,false,4,189,false,302
6a68f5eeebeef97fd60f2e93,EVT00055,2025-08-01T04:30:00.000Z,98.59.155.25,10.0.6.216,john,Brute Force,SMB,India,India,Device-143,Windows 11,Blocked,High,10,No,CVE-2023-1234,9.6,Firewall,Sales,false,T1110,Brute Force,Credential Access,4,false,3,189,false,302
6a68f5eeebeef97fd60f2e94,EVT00056,2025-08-01T04:35:00.000Z,34.229.15.230,10.0.4.191,john,Failed Login,HTTP,India,India,Device-95,Windows 10,Blocked,High,3,No,CVE-2023-1234,3.5,Firewall,IT,false,T1110,Brute Force,Credential Access,4,false,3,179,false,302
6a68f5eeebeef97fd60f2e95,EVT00057,2025-08-01T04:40:00.000Z,209.160.213.77,10.0.5.91,alice,Login Success,HTTPS,India,India,Device-192,Linux,Success,Medium,16,No,,1.5,HR-PC-01,Finance,false,,,,4,false,2,179,false,291
6a68f5eeebeef97fd60f2e96,EVT00058,2025-08-01T04:45:00.000Z,116.143.245.117,10.0.5.238,alex,Phishing Email,SSH,India,India,Device-21,Linux,Success,Low,0,No,CVE-2024-1045,0.5,Finance-PC-02,Finance,false,T1566,Phishing,Intial Access,4,false,1,157,false,275
6a68f5eeebeef97fd60f2e97,EVT00059,2025-08-01T04:50:00.000Z,192.173.185.254,10.0.10.95,david,Malware Detection,HTTPS,India,India,Device-119,Linux,Blocked,Critical,0,Yes,CVE-2024-1045,0.3,HR-PC-01,HR,false,T1059,Command and Scripting Interpreter,Execution,4,false,4,165,false,307
6a68f5eeebeef97fd60f2e98,EVT00060,2025-08-01T04:55:00.000Z,29.94.210.241,10.0.9.13,admin,Phishing Email,SMB,India,India,Device-175,Windows 10,Success,Low,0,No,CVE-2024-1045,2.6,Firewall,IT,false,T1566,Phishing,Intial Access,4,false,1,157,false,302
6a68f5eeebeef97fd60f2e99,EVT00061,2025-08-01T05:00:00.000Z,204.111.88.131,10.0.6.6,root,Failed Login,HTTPS,India,India,Device-125,Linux,Blocked,High,7,No,CVE-2024-1045,6,Database-01,Sales,false,T1110,Brute Force,Credential Access,5,false,3,179,false,323
6a68f5eeebeef97fd60f2e9a,EVT00062,2025-08-01T05:05:00.000Z,140.96.246.186,10.0.1.209,alice,USB Device Connected,SSH,India,India,Device-52,Windows 11,Detected,Medium,0,No,CVE-2023-1234,0.8,Firewall,Sales,false,,,,5,false,2,170,false,291
6a68f5eeebeef97fd60f2e9b,EVT00063,2025-08-01T05:10:00.000Z,218.234.3.49,10.0.4.179,alex,Login Success,TCP,India,India,Device-139,Windows 11,Blocked,Medium,16,No,CVE-2024-2201,9.7,Firewall,Finance,false,,,,5,false,2,179,false,275
6a68f5eeebeef97fd60f2e9c,EVT00064,2025-08-01T05:15:00.000Z,139.209.157.116,10.0.4.34,root,Port Scan,SSH,India,India,Device-151,Windows 11,Failed,Medium,0,No,CVE-2024-2201,6.4,Finance-PC-02,IT,false,T1046,Malware Detection,Discovery,5,false,2,177,false,323
6a68f5eeebeef97fd60f2e9d,EVT00065,2025-08-01T05:20:00.000Z,73.9.46.237,10.0.1.217,admin,SQL Injection Attempt,SSH,India,India,Device-69,Windows 10,Blocked,High,0,No,CVE-2024-2201,6.4,Finance-PC-02,Finance,false,,,,5,false,3,195,false,302
6a68f5eeebeef97fd60f2e9e,EVT00066,2025-08-01T05:25:00.000Z,206.59.247.91,10.0.2.107,john,File Access,TCP,India,India,Device-45,Windows 10,Blocked,Medium,0,No,CVE-2024-1045,5.9,HR-PC-01,Sales,false,,,,5,false,2,198,false,302
6a68f5eeebeef97fd60f2e9f,EVT00067,2025-08-01T05:30:00.000Z,74.215.140.111,10.0.5.199,david,Privilege Escalation,HTTP,India,India,Device-184,Windows 10,Detected,Critical,0,No,CVE-2023-1234,0.9,Database-01,HR,false,,,,5,false,4,191,false,307
6a68f5eeebeef97fd60f2ea0,EVT00068,2025-08-01T05:35:00.000Z,7.52.129.40,10.0.7.199,admin,Brute Force,SSH,India,India,Device-167,Linux,Failed,High,0,No,,4.3,WebServer,HR,false,T1110,Brute Force,Credential Access,5,false,3,189,false,302
6a68f5eeebeef97fd60f2ea1,EVT00069,2025-08-01T05:40:00.000Z,89.24.52.189,10.0.8.174,david,Port Scan,TCP,India,India,Device-68,Linux,Blocked,Medium,0,No,CVE-2024-1045,4.8,WebServer,HR,false,T1046,Malware Detection,Discovery,5,false,2,177,false,307
6a68f5eeebeef97fd60f2ea2,EVT00070,2025-08-01T05:45:00.000Z,222.199.63.172,10.0.7.76,alex,Failed Login,SMB,India,India,Device-128,Windows 10,Success,High,19,No,CVE-2023-1234,1.1,Finance-PC-02,HR,false,T1110,Brute Force,Credential Access,5,false,3,179,false,275
6a68f5eeebeef97fd60f2ea3,EVT00071,2025-08-01T05:50:00.000Z,107.147.252.163,10.0.8.234,john,Brute Force,SMB,India,India,Device-87,Windows 10,Success,Critical,0,No,CVE-2024-2201,9.3,HR-PC-01,IT,false,T1110,Brute Force,Credential Access,5,false,4,189,false,302
6a68f5eeebeef97fd60f2ea4,EVT00072,2025-08-01T05:55:00.000Z,77.51.117.131,10.0.4.70,alex,Port Scan,HTTP,India,India,Device-106,Windows 11,Failed,Medium,0,No,CVE-2024-2201,2,Firewall,IT,false,T1046,Malware Detection,Discovery,5,false,2,177,false,275
6a68f5eeebeef97fd60f2ea5,EVT00073,2025-08-01T06:00:00.000Z,106.138.143.123,10.0.4.69,david,Port Scan,HTTP,India,India,Device-128,Windows 10,Detected,Low,0,No,CVE-2024-1045,3.4,Firewall,HR,false,T1046,Malware Detection,Discovery,6,false,1,177,false,307
6a68f5eeebeef97fd60f2ea6,EVT00074,2025-08-01T06:05:00.000Z,137.76.29.130,10.0.5.136,alex,Phishing Email,HTTP,India,India,Device-166,Windows 11,Blocked,Medium,0,No,CVE-2023-1234,4.8,WebServer,HR,false,T1566,Phishing,Intial Access,6,false,2,157,false,275
6a68f5eeebeef97fd60f2ea7,EVT00075,2025-08-01T06:10:00.000Z,58.45.25.145,10.0.2.176,admin,Brute Force,HTTP,India,India,Device-145,Windows 11,Blocked,Critical,13,No,CVE-2024-2201,0,WebServer,Finance,false,T1110,Brute Force,Credential Access,6,false,4,189,false,302
6a68f5eeebeef97fd60f2ea8,EVT00076,2025-08-01T06:15:00.000Z,22.114.143.175,10.0.10.253,alice,Phishing Email,HTTPS,India,India,Device-154,Linux,Detected,Low,0,No,,1.2,HR-PC-01,HR,false,T1566,Phishing,Intial Access,6,false,1,157,false,291
6a68f5eeebeef97fd60f2ea9,EVT00077,2025-08-01T06:20:00.000Z,65.73.21.89,10.0.1.24,alex,Failed Login,TCP,India,India,Device-77,Windows 10,Failed,High,8,No,,3.6,WebServer,HR,false,T1110,Brute Force,Credential Access,6,false,3,179,false,275
6a68f5eeebeef97fd60f2eaa,EVT00078,2025-08-01T06:25:00.000Z,185.123.48.174,10.0.5.71,admin,File Access,SMB,India,India,Device-83,Windows 11,Blocked,Medium,0,No,CVE-2024-1045,6.1,HR-PC-01,Sales,false,,,,6,false,2,198,false,302
6a68f5eeebeef97fd60f2eab,EVT00079,2025-08-01T06:30:00.000Z,174.243.214.138,10.0.6.78,john,Failed Login,HTTPS,India,India,Device-141,Windows 11,Success,High,19,No,,1.8,Database-01,Sales,false,T1110,Brute Force,Credential Access,6,false,3,179,false,302
6a68f5eeebeef97fd60f2eac,EVT00080,2025-08-01T06:35:00.000Z,65.138.134.122,10.0.2.104,alex,Privilege Escalation,TCP,India,India,Device-191,Windows 10,Success,Critical,0,No,CVE-2024-2201,5.4,Firewall,IT,false,,,,6,false,4,191,false,275
6a68f5eeebeef97fd60f2ead,EVT00081,2025-08-01T06:40:00.000Z,115.67.79.20,10.0.9.37,alex,Phishing Email,HTTP,India,India,Device-124,Windows 10,Blocked,Medium,0,No,CVE-2024-2201,1.6,Finance-PC-02,Sales,false,T1566,Phishing,Intial Access,6,false,2,157,false,275
6a68f5eeebeef97fd60f2eae,EVT00082,2025-08-01T06:45:00.000Z,154.74.138.76,10.0.10.176,alex,File Access,SMB,India,India,Device-3,Linux,Success,Low,0,No,CVE-2024-1045,3.8,Firewall,IT,false,,,,6,false,1,198,false,275
6a68f5eeebeef97fd60f2eaf,EVT00083,2025-08-01T06:50:00.000Z,200.221.216.71,10.0.5.105,david,USB Device Connected,SMB,India,India,Device-119,Windows 11,Success,Low,0,No,CVE-2023-1234,7.8,WebServer,IT,false,,,,6,false,1,170,false,307
6a68f5eeebeef97fd60f2eb0,EVT00084,2025-08-01T06:55:00.000Z,151.71.182.142,10.0.4.201,root,Failed Login,HTTPS,India,India,Device-122,Linux,Failed,High,19,No,CVE-2024-1045,1.1,HR-PC-01,HR,false,T1110,Brute Force,Credential Access,6,false,3,179,false,323
6a68f5eeebeef97fd60f2eb1,EVT00085,2025-08-01T07:00:00.000Z,199.20.160.109,10.0.5.65,alex,Failed Login,TCP,India,India,Device-158,Windows 10,Detected,High,12,No,CVE-2024-2201,2.9,HR-PC-01,Sales,false,T1110,Brute Force,Credential Access,7,false,3,179,false,275
6a68f5eeebeef97fd60f2eb2,EVT00086,2025-08-01T07:05:00.000Z,133.73.28.88,10.0.10.30,root,Malware Detection,HTTP,India,India,Device-140,Linux,Detected,Critical,0,Yes,CVE-2024-2201,7.6,WebServer,IT,false,T1059,Command and Scripting Interpreter,Execution,7,false,4,165,false,323
6a68f5eeebeef97fd60f2eb3,EVT00087,2025-08-01T07:10:00.000Z,99.89.203.184,10.0.3.26,john,USB Device Connected,HTTPS,India,India,Device-85,Linux,Failed,Low,0,No,CVE-2023-1234,7.4,HR-PC-01,Sales,false,,,,7,false,1,170,false,302
6a68f5eeebeef97fd60f2eb4,EVT00088,2025-08-01T07:15:00.000Z,103.61.249.238,10.0.4.215,john,Malware Detection,HTTP,India,India,Device-4,Windows 10,Detected,High,0,Yes,,8,WebServer,HR,false,T1059,Command and Scripting Interpreter,Execution,7,false,3,165,false,302
6a68f5eeebeef97fd60f2eb5,EVT00089,2025-08-01T07:20:00.000Z,171.147.79.40,10.0.8.212,admin,USB Device Connected,HTTPS,India,India,Device-5,Windows 10,Detected,Medium,0,No,CVE-2024-1045,5.4,Finance-PC-02,IT,false,,,,7,false,2,170,false,302
6a68f5eeebeef97fd60f2eb6,EVT00090,2025-08-01T07:25:00.000Z,109.81.91.88,10.0.10.62,admin,Port Scan,SMB,India,India,Device-143,Windows 11,Failed,Low,0,No,CVE-2023-1234,5.9,Firewall,HR,false,T1046,Malware Detection,Discovery,7,false,1,177,false,302
6a68f5eeebeef97fd60f2eb7,EVT00091,2025-08-01T07:30:00.000Z,204.20.97.180,10.0.8.177,root,File Access,SMB,India,India,Device-20,Windows 11,Detected,Low,0,No,CVE-2023-1234,1.2,WebServer,Sales,false,,,,7,false,1,198,false,323
6a68f5eeebeef97fd60f2eb8,EVT00092,2025-08-01T07:35:00.000Z,144.48.245.12,10.0.8.62,admin,Failed Login,TCP,India,India,Device-80,Windows 10,Blocked,High,13,No,CVE-2024-1045,5.9,Firewall,Finance,false,T1110,Brute Force,Credential Access,7,false,3,179,false,302
6a68f5eeebeef97fd60f2eb9,EVT00093,2025-08-01T07:40:00.000Z,129.213.85.179,10.0.6.179,david,Port Scan,HTTP,India,India,Device-127,Windows 10,Blocked,Medium,0,No,CVE-2024-1045,2.6,HR-PC-01,HR,false,T1046,Malware Detection,Discovery,7,false,2,177,false,307
6a68f5eeebeef97fd60f2eba,EVT00094,2025-08-01T07:45:00.000Z,188.184.172.238,10.0.2.67,alice,Phishing Email,HTTPS,India,India,Device-90,Windows 10,Blocked,Low,0,No,CVE-2023-1234,0.1,Database-01,Finance,false,T1566,Phishing,Intial Access,7,false,1,157,false,291
